image_name,target
ISIC_0052060,0.18298920961573484
ISIC_0052349,0.07488447004188672
ISIC_0058510,0.3664217583318157
ISIC_0073313,0.10899426334001093
ISIC_0073502,0.18223798033145144
ISIC_0074618,0.5015605081041704
ISIC_0076801,0.3574280641048989
ISIC_0077586,0.7349856583500273
ISIC_0082004,0.6222540293207066
ISIC_0082785,0.5046109542888363
ISIC_0085332,0.06292114368967401
ISIC_0087243,0.2441364277909306
ISIC_0088167,0.3795597341103624
ISIC_0089356,0.4003010608268075
ISIC_0090283,0.7546530686578037
ISIC_0092481,0.35305499908941906
ISIC_0095455,0.23525200327809143
ISIC_0095790,0.24173477053360046
ISIC_0097719,0.876008468402841
ISIC_0099348,0.8032291476962302
ISIC_0101040,0.6036434620287744
ISIC_0101383,0.3691409806956839
ISIC_0105104,0.8730775359679477
ISIC_0108196,0.4205825441631761
ISIC_0112420,0.9653171098160627
ISIC_0114232,0.1517483154252413
ISIC_0115798,0.4056319431797487
ISIC_0116844,0.22696913130577306
ISIC_0126432,0.3379587051538882
ISIC_0131485,0.31229739573848114
ISIC_0131912,0.06018200236751048
ISIC_0131978,0.22142369331633582
ISIC_0139322,0.29214510107448555
ISIC_0142066,0.44078378255326905
ISIC_0143109,0.5627481333090512
ISIC_0148210,0.7838884083044982
ISIC_0148937,0.6296707111637225
ISIC_0150213,0.5677768166089966
ISIC_0152553,0.14265388818065927
ISIC_0153127,0.29697231833910037
ISIC_0154289,0.22047782735385174
ISIC_0155813,0.6690026862138044
ISIC_0155983,0.9614220997996723
ISIC_0157088,0.25008650519031145
ISIC_0158761,0.20619707248224367
ISIC_0161963,0.8968869513749773
ISIC_0165178,0.6901429612092516
ISIC_0165230,0.5513396922236387
ISIC_0165615,0.17570968402841014
ISIC_0165617,0.6464373520305955
ISIC_0165674,0.077907029684939
ISIC_0165928,0.5745913767983973
ISIC_0166561,0.39724321617191766
ISIC_0168125,0.6907621562556912
ISIC_0169378,0.22437966672737208
ISIC_0169575,0.21257057002367513
ISIC_0169906,0.9924546985977054
ISIC_0171865,0.8504871608085959
ISIC_0172678,0.21841422327444912
ISIC_0174800,0.5125398379165909
ISIC_0175014,0.6051766527044254
ISIC_0175798,0.8779149972682572
ISIC_0176152,0.5435701602622474
ISIC_0177083,0.1763948961937716
ISIC_0178235,0.9616406392278274
ISIC_0178258,0.7088087324713167
ISIC_0178428,0.6141071753778911
ISIC_0178741,0.8128482972136223
ISIC_0180057,0.5034271990529958
ISIC_0182213,0.8948757057002368
ISIC_0183334,0.42150792205427057
ISIC_0183449,0.949457066108177
ISIC_0183658,0.3292734702240029
ISIC_0183771,0.6405180067382991
ISIC_0186715,0.9000728464760517
ISIC_0187786,0.0610874613003096
ISIC_0188485,0.3837563740666546
ISIC_0191895,0.8021910854124932
ISIC_0192184,0.5041237934802404
ISIC_0192807,0.18413198870879624
ISIC_0193289,0.9026349936259334
ISIC_0194115,0.4560633309051175
ISIC_0195744,0.47103669641231105
ISIC_0195995,0.21934529229648517
ISIC_0196159,0.7313251229284283
ISIC_0196622,0.23344108541249314
ISIC_0196807,0.6182178792569659
ISIC_0197182,0.3811373156073575
ISIC_0197440,0.5907667091604443
ISIC_0197860,0.6110624203241668
ISIC_0198376,0.10132774084866145
ISIC_0198622,0.10575771717355673
ISIC_0199195,0.5088132853760701
ISIC_0199718,0.33858472955745766
ISIC_0199780,0.3163602941176471
ISIC_0200120,0.848518029502823
ISIC_0204399,0.10779058914587507
ISIC_0204875,0.15699383081405935
ISIC_0205627,0.25211254780549996
ISIC_0206261,0.3408645966126388
ISIC_0206934,0.8303234838827172
ISIC_0207197,0.9081918138772538
ISIC_0208233,0.9855490803132398
ISIC_0209640,0.27560212165361503
ISIC_0210915,0.35789302950282287
ISIC_0212435,0.2101381806592606
ISIC_0212468,0.4442752913859042
ISIC_0213848,0.23711926334001093
ISIC_0216203,0.605511291203788
ISIC_0216447,0.9662197231833911
ISIC_0220438,0.9617692587871062
ISIC_0220466,0.4858370515388818
ISIC_0223354,0.2090193043161537
ISIC_0223463,0.8466854853396467
ISIC_0223760,0.07577740848661446
ISIC_0224309,0.599490074667638
ISIC_0225471,0.4148914132216355
ISIC_0225894,0.4556558459297032
ISIC_0226234,0.20244263340010926
ISIC_0227767,0.10698984702240029
ISIC_0228452,0.3094512611546167
ISIC_0229266,0.27306843015844107
ISIC_0230247,0.32139239209615733
ISIC_0230499,0.4656329675833182
ISIC_0231539,0.5351336277545073
ISIC_0231788,0.1424700646512475
ISIC_0232763,0.6484121744673101
ISIC_0235107,0.4955404297942087
ISIC_0235501,0.9559791021671827
ISIC_0235505,0.6916385904206883
ISIC_0235542,0.3325965215807685
ISIC_0238185,0.24561612183573123
ISIC_0238872,0.8950862775450737
ISIC_0239635,0.5133320433436532
ISIC_0240839,0.3503187033327263
ISIC_0241566,0.6793127390274996
ISIC_0243686,0.3634481424148607
ISIC_0243937,0.3338030413403752
ISIC_0244266,0.5954550628300856
ISIC_0244465,0.32423397377526864
ISIC_0244617,0.8041602167182664
ISIC_0244885,0.472576716445092
ISIC_0245273,0.7833523037698051
ISIC_0246008,0.24053280367874702
ISIC_0246211,0.13124203241668184
ISIC_0248702,0.5448096885813148
ISIC_0251455,0.6285182571480605
ISIC_0251656,0.4766174194135859
ISIC_0252811,0.6762418047714442
ISIC_0254594,0.043285603715170276
ISIC_0255112,0.4471567109816063
ISIC_0256267,0.12111751047168093
ISIC_0258149,0.5736233154252413
ISIC_0258489,0.38182594245128393
ISIC_0258717,0.47543138772536875
ISIC_0259209,0.9732414405390639
ISIC_0259237,0.5096248406483337
ISIC_0261866,0.506611955927882
ISIC_0261904,0.46992578765252235
ISIC_0261907,0.2062847158987434
ISIC_0262392,0.6885266800218539
ISIC_0262492,0.3352508650519031
ISIC_0263920,0.1557173101438718
ISIC_0265011,0.28728430613731565
ISIC_0267082,0.5698222090693863
ISIC_0268025,0.288744650336915
ISIC_0268451,0.9010266800218539
ISIC_0269476,0.2702035148424695
ISIC_0270022,0.32534431342196324
ISIC_0270367,0.46173169732289204
ISIC_0271223,0.39614027499544713
ISIC_0272190,0.6126183755235841
ISIC_0273533,0.35942963485703877
ISIC_0274458,0.7019236022582407
ISIC_0274698,0.45934938991076313
ISIC_0274789,0.9821480604625752
ISIC_0276718,0.4198438353669641
ISIC_0280382,0.14034158167911126
ISIC_0280752,0.4714635312329266
ISIC_0280782,0.8402636131852121
ISIC_0280827,0.5442906574394464
ISIC_0281227,0.45423192496812964
ISIC_0282269,0.35747814605718453
ISIC_0282486,0.5019497814605718
ISIC_0282737,0.4441973228920051
ISIC_0284147,0.049329015661992354
ISIC_0284441,0.8241008013112365
ISIC_0284485,0.4327086368603169
ISIC_0285491,0.48213440174831546
ISIC_0285697,0.5137839191404115
ISIC_0286688,0.6429839737752686
ISIC_0287132,0.17763044072118012
ISIC_0287325,0.8551538881806593
ISIC_0288225,0.1380998452012384
ISIC_0290187,0.2198131032598798
ISIC_0291705,0.26757022855581863
ISIC_0292996,0.837171052631579
ISIC_0294150,0.7835651520670187
ISIC_0296540,0.3385875751229284
ISIC_0297539,0.34683800764888
ISIC_0297702,0.25102668002185397
ISIC_0298417,0.634611181934074
ISIC_0299870,0.9400644236022584
ISIC_0300002,0.3349463895465307
ISIC_0301547,0.6335025496266617
ISIC_0301769,0.4039473684210526
ISIC_0304467,0.05912857403023129
ISIC_0304666,0.18041681843015844
ISIC_0304667,0.7538984246949553
ISIC_0306094,0.30223206155527227
ISIC_0307004,0.9027920688399198
ISIC_0307411,0.2219199599344382
ISIC_0309192,0.8170688399198689
ISIC_0309503,0.7071013931888545
ISIC_0310320,0.8159431342196322
ISIC_0311235,0.8660307776361319
ISIC_0311814,0.30828059551994175
ISIC_0312717,0.15208864505554545
ISIC_0313675,0.5026270260426152
ISIC_0317285,0.4831827080677472
ISIC_0318934,0.3401378391914041
ISIC_0319131,0.048470224002913856
ISIC_0319990,0.7363777089783282
ISIC_0320662,0.13919937169914406
ISIC_0321218,0.5860914450919686
ISIC_0321906,0.6518968539428156
ISIC_0321948,0.5412459023857221
ISIC_0322514,0.621383855399745
ISIC_0327756,0.8929908031323985
ISIC_0328346,0.188811236568931
ISIC_0328687,0.4420756692769987
ISIC_0328823,0.24766492897468587
ISIC_0329169,0.17391185576397744
ISIC_0329910,0.33590762156255694
ISIC_0330060,0.822048579493717
ISIC_0330886,0.6145283190675651
ISIC_0332421,0.2967828036787471
ISIC_0332456,0.7055249499180477
ISIC_0334179,0.47391413221635403
ISIC_0335244,0.7432901566199236
ISIC_0335886,0.6123486159169551
ISIC_0336093,0.9360806319431797
ISIC_0338118,0.4426948643234384
ISIC_0338587,0.3185325987980332
ISIC_0339455,0.6989414496448734
ISIC_0340198,0.3188285376069933
ISIC_0340572,0.5661855763977418
ISIC_0341315,0.7549524221453289
ISIC_0343131,0.7364625068293572
ISIC_0343283,0.8800013658714259
ISIC_0346766,0.30718903660535424
ISIC_0347157,0.6532200418867238
ISIC_0348342,0.3282974412675287
ISIC_0350347,0.4457857175377891
ISIC_0350470,0.25120139774175926
ISIC_0351156,0.9462119832453105
ISIC_0351912,0.3794060735749408
ISIC_0352620,0.3759003369149517
ISIC_0353021,0.1877020351484247
ISIC_0355377,0.3526332862866509
ISIC_0358260,0.27523447459479145
ISIC_0358623,0.30805977963941
ISIC_0359676,0.2880634219632125
ISIC_0359720,0.22053189309779642
ISIC_0361122,0.30218767073392827
ISIC_0366488,0.7184278819887089
ISIC_0367795,0.44088736113640503
ISIC_0367988,0.750287971225642
ISIC_0368092,0.18386393644144966
ISIC_0368696,0.3424996585321435
ISIC_0369888,0.6665566381351302
ISIC_0370322,0.28662811873975597
ISIC_0371470,0.09613970588235296
ISIC_0371907,0.556179429976325
ISIC_0372927,0.25760562739027504
ISIC_0372955,0.19348422418503008
ISIC_0372971,0.45736090875978874
ISIC_0373723,0.18491338098706972
ISIC_0375431,0.757849207794573
ISIC_0377642,0.4393883172464032
ISIC_0378391,0.36381009834274264
ISIC_0378668,0.5060030049171371
ISIC_0379549,0.19803940539063924
ISIC_0380224,0.2664473684210526
ISIC_0381595,0.7735442087051538
ISIC_0382931,0.6781665452558733
ISIC_0383641,0.36010972500455296
ISIC_0383780,0.19522514114004738
ISIC_0385415,0.9102235476233838
ISIC_0385463,0.5428331588053178
ISIC_0385865,0.9283873611364051
ISIC_0388802,0.3975095610999818
ISIC_0389010,0.743856993261701
ISIC_0389392,0.4659476871243854
ISIC_0389675,0.08619274722272811
ISIC_0390209,0.4588508468402841
ISIC_0391046,0.9848502094336186
ISIC_0391777,0.3034784192314697
ISIC_0392680,0.7945262702604262
ISIC_0392931,0.03717560553633219
ISIC_0393891,0.42424421781096344
ISIC_0394533,0.37510414769623024
ISIC_0394763,0.09427756783828083
ISIC_0394802,0.7181080404297941
ISIC_0395681,0.2238515297759971
ISIC_0395885,0.18497939810599162
ISIC_0398134,0.5054179566563468
ISIC_0400652,0.11265764432708067
ISIC_0401679,0.48021990529958114
ISIC_0403198,0.561661127299217
ISIC_0406137,0.16427904753232564
ISIC_0407054,0.24388032689856132
ISIC_0407220,0.13964897104352578
ISIC_0408372,0.44818737479511933
ISIC_0408969,0.37939526042615185
ISIC_0409388,0.2842025587324713
ISIC_0410649,0.6868455199417228
ISIC_0411243,0.5073153797122565
ISIC_0414776,0.45086448279002
ISIC_0416431,0.3361238845383354
ISIC_0416708,0.47629416317610634
ISIC_0418978,0.158403523948279
ISIC_0419005,0.7124795119286105
ISIC_0421107,0.2588622291021672
ISIC_0424070,0.45483632307412136
ISIC_0426960,0.43849196412311053
ISIC_0427371,0.27581952285558187
ISIC_0429551,0.4711203560371517
ISIC_0431350,0.08863025860498999
ISIC_0431499,0.801714168639592
ISIC_0431738,0.2803678747040612
ISIC_0432133,0.677286696412311
ISIC_0432265,0.5537811873975597
ISIC_0432894,0.775461550719359
ISIC_0433895,0.8458067747222728
ISIC_0434253,0.4449206656346749
ISIC_0434274,0.16200544072118012
ISIC_0434285,0.04644304316153706
ISIC_0434890,0.8626593516663632
ISIC_0434920,0.2453696958659625
ISIC_0435283,0.6340341012566018
ISIC_0435396,0.06377082953924604
ISIC_0436298,0.6899073483882718
ISIC_0436727,0.6554395829539246
ISIC_0436779,0.29764273356401383
ISIC_0436884,0.5121443043161538
ISIC_0437081,0.9026566199235112
ISIC_0437384,0.19012930249499183
ISIC_0437987,0.6970719131305774
ISIC_0438584,0.859928747040612
ISIC_0439475,0.1687238207976689
ISIC_0441244,0.595637748133309
ISIC_0442293,0.9564787834638501
ISIC_0442567,0.9235134765980697
ISIC_0445097,0.18357994900746677
ISIC_0446097,0.7967742669823348
ISIC_0446287,0.38938148788927335
ISIC_0446447,0.6475721635403388
ISIC_0448691,0.21549808778000365
ISIC_0450552,0.43507102531415043
ISIC_0451155,0.7485134765980694
ISIC_0451665,0.6775610089236934
ISIC_0452297,0.24224754143143326
ISIC_0453555,0.8653603624112184
ISIC_0454124,0.5558891822983063
ISIC_0454916,0.1655100391549809
ISIC_0456176,0.8184734110362412
ISIC_0456797,0.22907940265889637
ISIC_0457344,0.6643154707703515
ISIC_0457384,0.24878095975232198
ISIC_0457494,0.6166015980695685
ISIC_0457530,0.875768302677108
ISIC_0457688,0.4939241486068111
ISIC_0459718,0.2507574895283191
ISIC_0460023,0.17712108450191222
ISIC_0460170,0.8256260244035695
ISIC_0460323,0.12840329630304134
ISIC_0461615,0.7089880030959752
ISIC_0462037,0.43116008013112367
ISIC_0462120,0.619204152249135
ISIC_0462327,0.2706889683117829
ISIC_0462336,0.397333136040794
ISIC_0462792,0.14079801038062284
ISIC_0463800,0.616086550719359
ISIC_0464417,0.40407029684938994
ISIC_0465975,0.5148492988526681
ISIC_0467617,0.23302221817519578
ISIC_0468644,0.5604705427062466
ISIC_0469457,0.2608882717173557
ISIC_0470465,0.8104295665634675
ISIC_0470699,0.9748543070478966
ISIC_0473489,0.19803655982516846
ISIC_0474220,0.3362917729011109
ISIC_0476927,0.24926242942997634
ISIC_0477213,0.4747074758696049
ISIC_0477217,0.09446822072482244
ISIC_0477424,0.21476620834092153
ISIC_0477793,0.8410740302312876
ISIC_0477875,0.5780936987798215
ISIC_0477986,0.3852639546530686
ISIC_0479726,0.7486682753596796
ISIC_0479755,0.5863936441449645
ISIC_0480158,0.24085264523766164
ISIC_0481105,0.9912880167546896
ISIC_0482298,0.3247063376434165
ISIC_0482617,0.13526793844472773
ISIC_0485889,0.6426618557639775
ISIC_0486436,0.24638727007830996
ISIC_0487789,0.7277362957566929
ISIC_0488846,0.38879814696776543
ISIC_0490555,0.19093289018393736
ISIC_0492058,0.31824804225095615
ISIC_0493101,0.7198438353669641
ISIC_0493429,0.889683117829175
ISIC_0493786,0.5734212802768166
ISIC_0495167,0.40706041704607543
ISIC_0495234,0.3986489255144783
ISIC_0495887,0.9215215807685304
ISIC_0495948,0.8677130759424513
ISIC_0497721,0.2937886996904025
ISIC_0498659,0.7069693589510108
ISIC_0500319,0.18357141231105442
ISIC_0500851,0.5280515844108542
ISIC_0501199,0.8492339737752685
ISIC_0501295,0.4015343289018394
ISIC_0502032,0.32310883718812605
ISIC_0502364,0.204451033509379
